komentar,noise,clean,normalized,label
ini mah 5 stages of grief bukan tahap stres,Clean,ini mah  stages of grief bukan tahap stres,ini mah stages of grief bukan tahap stres,Stress
" @mochikrrr bener kok,  duka yg dialami menghasilkan reaksi stress.",Noise,bener kok  duka yg dialami menghasilkan reaksi stress,bener kok duka yg dialami menghasilkan reaksi stres,Stress
Wow Dokter Elvine❤❤❤❤❤,Clean,wow dokter elvine,wow dokter elvine,Normal
Habis nonton podcast ini baca buku Emotional intelligence dari Daniel goleman 👍,Clean,habis nonton podcast ini baca buku emotional intelligence dari daniel goleman,habis nonton podcast ini baca buku emotional intelligence dari daniel goleman,Normal
Enak banget denger konten yg ini,Clean,enak banget denger konten yg ini,enak banget denger konten yg ini,Normal
"Lagi stress nagih hutang ke temen ga bayar2 terus, W.a ga di bls di datengin ga ngasih solusi tapi dia nya santai2 bae, akunya yg jadi hari2 badmood apalagi kalau pas tanggal2 krisis sebelum gajian langsung inget dia dan emosi.
semoga uang 3,8jt segera di bayar sama si temen dazal itu 😭",Clean,"lagi stress nagih hutang ke temen ga bayar terus wa ga di bls di datengin ga ngasih solusi tapi dia nya santai bae akunya yg jadi hari badmood apalagi kalau pas tanggal krisis sebelum gajian langsung inget dia dan emosi
semoga uang jt segera di bayar sama si temen dazal itu",lagi stres nagih hutang ke temen tidak bayar terus wa tidak di bls di datengin tidak ngasih solusi tapi dia nya santai bae akunya yg jadi hari badmood apalagi kalau pas tanggal krisis sebelum gajian langsung inget dia dan emosi semoga uang jt segera di bayar sama si temen dazal itu,Stress
"Lagi proses brobat ke psikiater krna mamak sambung NPD , 16 tahun jd korban",Clean,lagi proses brobat ke psikiater krna mamak sambung npd   tahun jd korban,lagi proses brobat ke psikiater krna mamak sambung npd tahun jd korban,Normal
"Auto denger ""wooooo"" 😂",Clean,auto denger wooooo,auto denger wooooo,Normal
psikiater kesukaan aku,Clean,psikiater kesukaan aku,psikiater kesukaan aku,Normal
Pas nih bintang tamunya buat aku. Akhir2 ini gk tw knp kek mudah banget kepikiran hal2 kecil sekalipun sampai ngerasa stress sendiri,Clean,pas nih bintang tamunya buat aku akhir ini gk tw knp kek mudah banget kepikiran hal kecil sekalipun sampai ngerasa stress sendiri,pas nih bintang tamunya buat aku akhir ini tidak tw knp kek mudah banget kepikiran hal kecil sekalipun sampai ngerasa stres sendiri,Stress
"Emg masih ada yg nonton konten radit? Boring, jayus, irrelevant.",Clean,emg masih ada yg nonton konten radit boring jayus irrelevant,emg masih ada yg nonton konten radit boring jayus irrelevant,Normal
"topik tentang psikopat gak dibahas, seru tu dahal😂",Clean,topik tentang psikopat gak dibahas seru tu dahal,topik tentang psikopat gak dibahas seru tu dahal,Normal
Makasih bang radit kontennya daging semua,Clean,makasih bang radit kontennya daging semua,makasih bang radit kontennya daging semua,Normal
yes si dokter orang sunda geningan nyaaa wkwkwkkw,Clean,yes si dokter orang sunda geningan nyaaa wkwkwkkw,yes si dokter orang sunda geningan nyaaa wkwkwkkw,Normal
"Asli seru banget, hampir satu jam pun gak berasa",Clean,asli seru banget hampir satu jam pun gak berasa,asli seru banget hampir satu jam pun gak berasa,Normal
Ahhhh suka banget pembahasan nya 😭,Clean,ahhhh suka banget pembahasan nya,ahhhh suka banget pembahasan nya,Normal
undang rocky gerung bang,Clean,undang rocky gerung bang,undang rocky gerung bang,Normal
Alhamdulillah beruntung banget walau sudah 4tahun ini saya mengalami stresss akut n depresi serta tak punya teman setidaknya saya masih bisa hidup sampai detik ini walau jujur tiap hari pengennya cuma MATI😢,Clean,alhamdulillah beruntung banget walau sudah tahun ini saya mengalami stresss akut n depresi serta tak punya teman setidaknya saya masih bisa hidup sampai detik ini walau jujur tiap hari pengennya cuma mati,alhamdulillah beruntung banget walau sudah tahun ini saya mengalami stresss akut n depresi serta tak punya teman setidaknya saya masih bisa hidup sampai detik ini walau jujur tiap hari pengennya cuma mati,Stress
Terus gimana bu sekarang.,Clean,terus gimana bu sekarang,terus gimana bu sekarang,Normal
slah siapa mudah meminjamkan uang,Clean,slah siapa mudah meminjamkan uang,slah siapa mudah meminjamkan uang,Normal
" @wahyujunior341  kaya gatau aja kalau yg minjem suka memohon mohon dan memelas kasihan 😏
Tapi sekarang udah di bayar karena terakhir di datengin kerumahnya bareng bareng, dan udah ku suruh cut off dari pertemanan suami aku ga rugi kehilangan teman culas kaya begitu 😂",Noise,"kaya gatau aja kalau yg minjem suka memohon mohon dan memelas kasihan 
tapi sekarang udah di bayar karena terakhir di datengin kerumahnya bareng bareng dan udah ku suruh cut off dari pertemanan suami aku ga rugi kehilangan teman culas kaya begitu",kaya gatau aja kalau yg minjem suka memohon mohon dan memelas kasihan tapi sekarang udah di bayar karena terakhir di datengin kerumahnya bareng bareng dan udah ku suruh cut off dari pertemanan suami aku tidak rugi kehilangan teman culas kaya begitu,Normal
Laporin aja bro ke damkar supaya dikasih solusi.datengin damkar ke rumah temen lu itu biar temen lu takut 😂,Clean,laporin aja bro ke damkar supaya dikasih solusidatengin damkar ke rumah temen lu itu biar temen lu takut,laporin aja bro ke damkar supaya dikasih solusidatengin damkar ke rumah temen lu itu biar temen lu takut,Cemas
"semangat kak,kaka ga sendirian
tetap bertahan walaupun berat ..
percaya kaka itu kuat dan bisa melewati semua ini🥹",Clean,"semangat kakkaka ga sendirian
tetap bertahan walaupun berat 
percaya kaka itu kuat dan bisa melewati semua ini",semangat kakkaka tidak sendirian tetap bertahan walaupun berat percaya kaka itu kuat dan bisa melewati semua ini,Normal
Semangat yaaa kak!,Clean,semangat yaaa kak,semangat yaaa kak,Normal
masih byk yang peduli sama kamu...cari pertolongan ya,Clean,masih byk yang peduli sama kamucari pertolongan ya,masih byk yang peduli sama kamucari pertolongan ya,Normal
saya rawat jalan spkj dari 2022 tetep belum sembuh :),Clean,saya rawat jalan spkj dari  tetep belum sembuh,saya rawat jalan spkj dari tetep belum sembuh,Normal
BANG TOPI LU MIRING BANG!!!,Clean,bang topi lu miring bang,bang topi lu miring bang,Normal
undang aderai pak radit biar nambah ilmu,Clean,undang aderai pak radit biar nambah ilmu,undang aderai pak radit biar nambah ilmu,Normal
Wkwkwk gemes bgt bu dok cara ngomongnya kyk geng Juliawati (julit)😂,Clean,wkwkwk gemes bgt bu dok cara ngomongnya kyk geng juliawati julit,wkwkwk gemes banget bu dok cara ngomongnya kyk geng juliawati julit,Normal
"bangg, next undang psikologg dongg karna katanya pandangan psikolog dan psikiater rada berbeda",Clean,bangg next undang psikologg dongg karna katanya pandangan psikolog dan psikiater rada berbeda,bangg next undang psikologg dongg karna katanya pandangan psikolog dan psikiater rada berbeda,Normal
paling seru deh kalo gs nya tentang mental health,Clean,paling seru deh kalo gs nya tentang mental health,paling seru deh kalo gs nya tentang mental health,Normal
Keren bngt dokternyq,Clean,keren bngt dokternyq,keren bngt dokternyq,Normal
Wah betul artinya npd banyakk.. dan untung sudah terlepas dari mantan yang npd...,Clean,wah betul artinya npd banyakk dan untung sudah terlepas dari mantan yang npd,wah betul artinya npd banyakk dan untung sudah terlepas dari mantan yang npd,Normal
"""Ok yg nonton jgn cerai abis in"" 🗿",Clean,ok yg nonton jgn cerai abis in,ok yg nonton jgn cerai abis in,Normal
Dokter jokesnya lucu jg 😂,Clean,dokter jokesnya lucu jg,dokter jokesnya lucu jg,Normal
"Bang saya habis nonton menantu sinting, 

ada 2 joke di menantu sinting yang kayaknya improvisasi dari bang radit, kerasa banget feel jokenya beda.
1. Joke kalau main facebook ketemu sama mantan 
2. Joke bang Radit bantuin persalinan

bener gak?",Clean,"bang saya habis nonton menantu sinting 

ada  joke di menantu sinting yang kayaknya improvisasi dari bang radit kerasa banget feel jokenya beda
 joke kalau main facebook ketemu sama mantan 
 joke bang radit bantuin persalinan

bener gak",bang saya habis nonton menantu sinting ada joke di menantu sinting yang kayaknya improvisasi dari bang radit kerasa banget feel jokenya beda joke kalau main facebook ketemu sama mantan joke bang radit bantuin persalinan bener gak,Normal
bru share kontek dr elvin ini.. eh seneng bgttt diundang di sinii ❤❤❤❤❤,Clean,bru share kontek dr elvin ini eh seneng bgttt diundang di sinii,bru share kontek dr elvin ini eh seneng bgttt diundang di sinii,Normal
Bang keknya perlu angkat isu pinjol,Clean,bang keknya perlu angkat isu pinjol,bang keknya perlu angkat isu pinjol,Normal
"Bang undang dokter Sp OT dong, bahas tentang skoliosis & resiko hamil ketika mengidap skoliosis. Thank you",Clean,bang undang dokter sp ot dong bahas tentang skoliosis  resiko hamil ketika mengidap skoliosis thank you,bang undang dokter sp ot dong bahas tentang skoliosis resiko hamil ketika mengidap skoliosis thank you,Normal
Bang lebih banyak bahas kejiwaan pleas.....,Clean,bang lebih banyak bahas kejiwaan pleas,bang lebih banyak bahas kejiwaan pleas,Normal
dokter tirta versi cewe ni,Clean,dokter tirta versi cewe ni,dokter tirta versi cewe ni,Normal
Mayaaan dapet seminar gratis,Clean,mayaaan dapet seminar gratis,mayaaan dapet seminar gratis,Normal
"tq bang radit gw dapet idola baru, smoga bu dok punya konten di sosmed",Clean,tq bang radit gw dapet idola baru smoga bu dok punya konten di sosmed,tq bang radit saya dapet idola baru smoga bu dok punya konten di sosmed,Normal
Paingan asa nyari ngobrolna. Da salembur geuningan org Soreang.,Clean,paingan asa nyari ngobrolna da salembur geuningan org soreang,paingan asa nyari ngobrolna da salembur geuningan org soreang,Normal
"case 34:50, alasannya ya itu yg disebutkan setelahnya. Jelas pelayanan ke pasangan kurang.",Clean,case  alasannya ya itu yg disebutkan setelahnya jelas pelayanan ke pasangan kurang,case alasannya ya itu yg disebutkan setelahnya jelas pelayanan ke pasangan kurang,Normal
"hati""banyak yang panas🥵🥵🥵🥵🤣",Clean,hatibanyak yang panas,hatibanyak yang panas,Normal
"Bang kayaknya perlu part 2nya deh ini. Seru bangeeet, 53 menit ga kerasa🥹",Clean,bang kayaknya perlu part nya deh ini seru bangeeet  menit ga kerasa,bang kayaknya perlu part nya deh ini seru bangeeet menit tidak kerasa,Normal
Thanks Bg Raditttt udah bikin podcast yg bermanfaat🪴 Mulai dari podcast yg  berisi obrolan lucu sampai podcast yg isinya pengetahuan-pengetahuan untuk menjalankan hidup ☘️,Clean,thanks bg raditttt udah bikin podcast yg bermanfaat mulai dari podcast yg  berisi obrolan lucu sampai podcast yg isinya pengetahuanpengetahuan untuk menjalankan hidup,thanks bg raditttt udah bikin podcast yg bermanfaat mulai dari podcast yg berisi obrolan lucu sampai podcast yg isinya pengetahuanpengetahuan untuk menjalankan hidup,Normal
FUN BANGEEEET DOKTERNYAAAA🤍🤍🤍🤍🤍🤍,Clean,fun bangeeeet dokternyaaaa,fun bangeeeet dokternyaaaa,Normal
Bang PSSI lagi cari manager FM buat ngewakilin timnas di FIFA-e world cup championship tuhh...,Clean,bang pssi lagi cari manager fm buat ngewakilin timnas di fifae world cup championship tuhh,bang pssi lagi cari manager fm buat ngewakilin timnas di fifae world cup championship tuhh,Normal
"Spill nama dokter atau Chanelnya bang dika
Edit: ternyata di ahir video jir😃",Clean,"spill nama dokter atau chanelnya bang dika
edit ternyata di ahir video jir",spill nama dokter atau chanelnya bang dika edit ternyata di ahir video jir,Normal
wahhh dokter Elvine diundang bang Radit huhu Dokter yang sangatt baik bangettttt masih berasa punya hutang balas budi dengan bu Dok,Clean,wahhh dokter elvine diundang bang radit huhu dokter yang sangatt baik bangettttt masih berasa punya hutang balas budi dengan bu dok,wahhh dokter elvine diundang bang radit huhu dokter yang sangatt baik bangettttt masih berasa punya hutang balas budi dengan bu dok,Normal
Bang undang anak2 COC dong,Clean,bang undang anak coc dong,bang undang anak coc dong,Normal
Bang Radit udah pernah podcast sama dr. Aisyah Dahlan blm yah 🤔 klo belum boleh dong bang untuk bintang tamu selanjutnya 😊,Clean,bang radit udah pernah podcast sama dr aisyah dahlan blm yah  klo belum boleh dong bang untuk bintang tamu selanjutnya,bang radit udah pernah podcast sama dr aisyah dahlan blm yah klo belum boleh dong bang untuk bintang tamu selanjutnya,Normal
dokter tirta versi cewe,Clean,dokter tirta versi cewe,dokter tirta versi cewe,Normal
"Pernah punya atasan NPD, 😂.. Sattttt",Clean,pernah punya atasan npd  sattttt,pernah punya atasan npd sattttt,Normal
Aduhhhh konten kreator idolaku iniiii  🫰🫰🫰,Clean,aduhhhh konten kreator idolaku iniiii,aduhhhh konten kreator idolaku iniiii,Normal
bang radit coba undang Ifandi pendiri Satu Persen. Indonesian life school. dia juga bahas kehidupan dari POV psikolog,Clean,bang radit coba undang ifandi pendiri satu persen indonesian life school dia juga bahas kehidupan dari pov psikolog,bang radit coba undang ifandi pendiri satu persen indonesian life school dia juga bahas kehidupan dari pov psikolog,Normal
please part 2 dengan dokter ini bang.. please..,Clean,please part  dengan dokter ini bang please,please part dengan dokter ini bang please,Normal
Seru banget sih,Clean,seru banget sih,seru banget sih,Normal
Baru sadar atasan saya  NPD 😂,Clean,baru sadar atasan saya  npd,baru sadar atasan saya npd,Normal
Huaaa dr elvin 😍😍😍😍😍,Clean,huaaa dr elvin,huaaa dr elvin,Normal
Seru banget episode kali ini 😂,Clean,seru banget episode kali ini,seru banget episode kali ini,Normal
beliau kok mirip sama beverly ibunya leonard di the big bang theory ya,Clean,beliau kok mirip sama beverly ibunya leonard di the big bang theory ya,beliau kok mirip sama beverly ibunya leonard di the big bang theory ya,Normal
dokter nya asyik banget..,Clean,dokter nya asyik banget,dokter nya asyik banget,Normal
"Pantesan ada celetukan² bahasa sunda nya, ternyata praktek di Soreang 😄 Sehat selalu, Dok 😊",Clean,pantesan ada celetukan bahasa sunda nya ternyata praktek di soreang  sehat selalu dok,pantesan ada celetukan bahasa sunda nya ternyata praktek di soreang sehat selalu dok,Normal
Thanks Bang Radit.. konten ini sungguh menambah pengetahuan sya tntang kejiwaan... Good Sharing 😁😁😁,Clean,thanks bang radit konten ini sungguh menambah pengetahuan sya tntang kejiwaan good sharing,thanks bang radit konten ini sungguh menambah pengetahuan sya tntang kejiwaan good sharing,Normal
Bikin part 2 nya dong bang Radit,Clean,bikin part  nya dong bang radit,bikin part nya dong bang radit,Normal
Dokter Richard Lee versi Woman,Clean,dokter richard lee versi woman,dokter richard lee versi woman,Normal
Sering2 undang dokter spesialis ya bang,Clean,sering undang dokter spesialis ya bang,sering undang dokter spesialis ya bang,Normal
Makasih banget bang udah undang dokter keren iniii,Clean,makasih banget bang udah undang dokter keren iniii,makasih banget bang udah undang dokter keren iniii,Normal
Dua idola ngobrol kek seneng seru ya 😂,Clean,dua idola ngobrol kek seneng seru ya,dua idola ngobrol kek seneng seru ya,Normal
"jadi psikiater aku itu junior nya dokter  Elvine. suatu saat gue harus pindah ke bandung, jadi dokter gue nyuruh ke dr elvine. bagus banget sih dr Elvine mah,, tapi mahal banget buat aku... TT belum lagi obat obat nya... doain aku rejeki nya lancar ya gaeessss",Clean,jadi psikiater aku itu junior nya dokter  elvine suatu saat gue harus pindah ke bandung jadi dokter gue nyuruh ke dr elvine bagus banget sih dr elvine mah tapi mahal banget buat aku tt belum lagi obat obat nya doain aku rejeki nya lancar ya gaeessss,jadi psikiater aku itu junior nya dokter elvine suatu saat saya harus pindah ke bandung jadi dokter saya nyuruh ke dr elvine bagus banget sih dr elvine mah tapi mahal banget buat aku tt belum lagi obat obat nya doain aku rejeki nya lancar ya gaeessss,Normal
"Seru banget topiknyaaaaa. 
Anywayy, please undang juga beberapa anak CoC dong Bang Radit. kayaknya bakalan lucu interaksi Bang Radit dengan mereka wkwkwk",Clean,"seru banget topiknyaaaaa 
anywayy please undang juga beberapa anak coc dong bang radit kayaknya bakalan lucu interaksi bang radit dengan mereka wkwkwk",seru banget topiknyaaaaa anywayy please undang juga beberapa anak coc dong bang radit kayaknya bakalan lucu interaksi bang radit dengan mereka wkwkwk,Normal
"Wah ada dokter elvine,.  Idola anak2 CC 😃",Clean,wah ada dokter elvine  idola anak cc,wah ada dokter elvine idola anak cc,Normal
ALHAMDULLILAH SAYA SEHATTT... BEGITUPUN JUGA PACAR SAYA JUNGKOK TIAP HARI SELALU MENGABARI SAYAAA ...,Clean,alhamdullilah saya sehattt begitupun juga pacar saya jungkok tiap hari selalu mengabari sayaaa,alhamdullilah saya sehattt begitupun juga pacar saya jungkok tiap hari selalu mengabari sayaaa,Normal
bisa pas gitu pas ini video nongol abis konsul,Clean,bisa pas gitu pas ini video nongol abis konsul,bisa pas gitu pas ini video nongol abis konsul,Normal
sekilas logatnya kayak Aa Gym :'),Clean,sekilas logatnya kayak aa gym,sekilas logatnya kayak aa gym,Normal
"trus gimana kalau parenting dari keluarga nya yg gagal terhadap anaknya, gimana anak itu agar bisa mengubah sebuah karakter nya yg terbentuk dari parenting yg gagal itu?",Clean,trus gimana kalau parenting dari keluarga nya yg gagal terhadap anaknya gimana anak itu agar bisa mengubah sebuah karakter nya yg terbentuk dari parenting yg gagal itu,trus gimana kalau parenting dari keluarga nya yg gagal terhadap anaknya gimana anak itu agar bisa mengubah sebuah karakter nya yg terbentuk dari parenting yg gagal itu,Normal
cinta bet sama dr elvine,Clean,cinta bet sama dr elvine,cinta bet sama dr elvine,Normal
"@2:46 Silahkan Di somasi, waduh ini malah ngundang Dokter jiwa langsung kok diam saja, ODGJ bang ODGJ",Noise,silahkan di somasi waduh ini malah ngundang dokter jiwa langsung kok diam saja odgj bang odgj,silahkan di somasi waduh ini malah ngundang dokter jiwa langsung kok diam saja odgj bang odgj,Normal
Beliau di RS mana kak?,Clean,beliau di rs mana kak,beliau di rs mana kak,Normal
​​ @ester4771  di 53:24 ada disebutin kak. Tapi daftar nya online ya kak.. google aja deh nama dokter nya ketemu. Dokter nya di rs beda2 tergantung hari,Noise,di  ada disebutin kak tapi daftar nya online ya kak google aja deh nama dokter nya ketemu dokter nya di rs beda tergantung hari,di ada disebutin kak tapi daftar nya online ya kak google aja deh nama dokter nya ketemu dokter nya di rs beda tergantung hari,Normal
" @ester4771  coba search aja nama dr elvine nya kak, soal nya beda hari beda lokasi..",Noise,coba search aja nama dr elvine nya kak soal nya beda hari beda lokasi,coba search aja nama dr elvine nya kak soal nya beda hari beda lokasi,Normal
"​ @Ma666enta gelut kak 😅 iya dong, ngapain lagi coba? 😅😅",Noise,gelut kak  iya dong ngapain lagi coba,gelut kak iya dong ngapain lagi coba,Normal
"Bnerr, Pas bget muncul, pas lg stress 😂",Clean,bnerr pas bget muncul pas lg stress,bnerr pas bget muncul pas lg stres,Stress
"Kalau tips dari saya yg mengalami, banyak2 baca buku atau artikel tentang topik tsb, cari support sistem teman atau pasangan bahkan anak kita, dan kalau perlu cari bantuan profesional kayak psikolog, saya lebih prefer psikolog sih, soalnya dpt pengalaman buruk psikiater yg bukan pendengar yg baik, belum apa2 buka resep, saya cenderung menghindari obat jika masih bisa cara lain",Clean,kalau tips dari saya yg mengalami banyak baca buku atau artikel tentang topik tsb cari support sistem teman atau pasangan bahkan anak kita dan kalau perlu cari bantuan profesional kayak psikolog saya lebih prefer psikolog sih soalnya dpt pengalaman buruk psikiater yg bukan pendengar yg baik belum apa buka resep saya cenderung menghindari obat jika masih bisa cara lain,kalau tips dari saya yg mengalami banyak baca buku atau artikel tentang topik tsb cari support sistem teman atau pasangan bahkan anak kita dan kalau perlu cari bantuan profesional kayak psikolog saya lebih prefer psikolog sih soalnya dpt pengalaman buruk psikiater yg bukan pendengar yg baik belum apa buka resep saya cenderung menghindari obat jika masih bisa cara lain,Normal
"Tlong Dokter Spesialis Mata Bang, sprtinya Menarik..",Clean,tlong dokter spesialis mata bang sprtinya menarik,tlong dokter spesialis mata bang sprtinya menarik,Normal
Undang bucin tv bg 🙏,Clean,undang bucin tv bg,undang bucin tv bg,Normal
"Bikinin part 2 dong, seru banget",Clean,bikinin part  dong seru banget,bikinin part dong seru banget,Normal
cara ngomongnya dokter banget wkwkwkw,Clean,cara ngomongnya dokter banget wkwkwkw,cara ngomongnya dokter banget wkwkwkw,Normal
Dr Elvine terbaik nu saena paporit,Clean,dr elvine terbaik nu saena paporit,dr elvine terbaik nu saena paporit,Normal
Dr Elvine terbaik nu saena paporit,Clean,dr elvine terbaik nu saena paporit,dr elvine terbaik nu saena paporit,Normal
Seruuuu bangettt dengerin dok elvine sama bang radit di podcast inii. Belajarrr ilmu baru dan ngakak terus sepanjang  podcasttt! Thankyou dokkkk dan bang radit🎉🎉🎉,Clean,seruuuu bangettt dengerin dok elvine sama bang radit di podcast inii belajarrr ilmu baru dan ngakak terus sepanjang  podcasttt thankyou dokkkk dan bang radit,seruuuu bangettt dengerin dok elvine sama bang radit di podcast inii belajarrr ilmu baru dan ngakak terus sepanjang podcasttt thankyou dokkkk dan bang radit,Normal
"bng lo tau mimpi orang"" yang di rumah depannya ada kolam renang berjejer, ntah mengapa banyak banget orang punya mimpi sama wak kebanyakan waktu kecil mereka...",Clean,bng lo tau mimpi orang yang di rumah depannya ada kolam renang berjejer ntah mengapa banyak banget orang punya mimpi sama wak kebanyakan waktu kecil mereka,bng lo tau mimpi orang yang di rumah depannya ada kolam renang berjejer ntah mengapa banyak banget orang punya mimpi sama wak kebanyakan waktu kecil mereka,Normal
wiih di cilacap,Clean,wiih di cilacap,wiih di cilacap,Normal
"Bang Radit coba undang kak Cita Prima, dia ahli metafisik",Clean,bang radit coba undang kak cita prima dia ahli metafisik,bang radit coba undang kak cita prima dia ahli metafisik,Normal
durasiinya kurang panjangggg,Clean,durasiinya kurang panjangggg,durasiinya kurang panjangggg,Normal
Bang aturan durasinya 2jam kalo dokter begini 😁,Clean,bang aturan durasinya jam kalo dokter begini,bang aturan durasinya jam kalo dokter begini,Normal
Tema dan bahasannya bagusssss,Clean,tema dan bahasannya bagusssss,tema dan bahasannya bagusssss,Normal
seru banget smpe berharap obrolannya bisa lebih panjang lagi minimal 30 menit ^^,Clean,seru banget smpe berharap obrolannya bisa lebih panjang lagi minimal  menit,seru banget smpe berharap obrolannya bisa lebih panjang lagi minimal menit,Normal
21:19 engga nih kangkung lewat😂😂😂😂😂,Clean,engga nih kangkung lewat,engga nih kangkung lewat,Normal
"Bang radit, coba nanti undang Rezki Achyana, bnyak ilmu nya tuh bang",Clean,bang radit coba nanti undang rezki achyana bnyak ilmu nya tuh bang,bang radit coba nanti undang rezki achyana bnyak ilmu nya tuh bang,Normal
"ini dokter paling susah ditemuin di bandung wkwkwkw, dulu mau berobat pas dokter msih praktek di melinda 2, duh ngantrinya panjang bgt xixixix, tapi Alhamdulillah udh ditangan sama rekan dokter xixixixi mayan setahun minum obat depresi 😂😂",Clean,ini dokter paling susah ditemuin di bandung wkwkwkw dulu mau berobat pas dokter msih praktek di melinda  duh ngantrinya panjang bgt xixixix tapi alhamdulillah udh ditangan sama rekan dokter xixixixi mayan setahun minum obat depresi,ini dokter paling susah ditemuin di bandung wkwkwkw dulu mau berobat pas dokter msih praktek di melinda duh ngantrinya panjang banget xixixix tapi alhamdulillah sudah ditangan sama rekan dokter xixixixi mayan setahun minum obat depresi,Depresi
Boleh info teh dokternya praktek dimana dan bisa bpjs nggaaa?,Clean,boleh info teh dokternya praktek dimana dan bisa bpjs nggaaa,boleh info teh dokternya praktek dimana dan bisa bpjs nggaaa,Normal
​ @nabillaenes rs limijati bandung kak,Noise,rs limijati bandung kak,rs limijati bandung kak,Normal
Sekarang dia punya klinik di daerah Soreang kab bandung,Clean,sekarang dia punya klinik di daerah soreang kab bandung,sekarang dia punya klinik di daerah soreang kab bandung,Normal
​ @mrbenkbenk8083 boleh minta info detail kliniknya pak?,Noise,boleh minta info detail kliniknya pak,boleh minta info detail kliniknya pak,Normal
"Kerennnnn... 
Sy ingat pertama x dia cerita mau jd dokter anak.. tiba2 jd psikiater hits",Clean,"kerennnnn 
sy ingat pertama x dia cerita mau jd dokter anak tiba jd psikiater hits",kerennnnn sy ingat pertama x dia cerita mau jd dokter anak tiba jd psikiater hits,Normal
aku lancar pas 2022 Feb nihhh Feb ke may,Clean,aku lancar pas  feb nihhh feb ke may,aku lancar pas feb nihhh feb ke may,Normal
Efek obatnya enak?,Clean,efek obatnya enak,efek obatnya enak,Normal
"​ @diazcrmlwork  yg aku tau dari tmn aku yg mnum obat depresi juga , efeknya menenangkan otak dan bisa berkomunikasi normal.. soalnya biasanya obatnya buat ngebaikkin suasana hatinya juga",Noise,yg aku tau dari tmn aku yg mnum obat depresi juga  efeknya menenangkan otak dan bisa berkomunikasi normal soalnya biasanya obatnya buat ngebaikkin suasana hatinya juga,yg aku tau dari tmn aku yg mnum obat depresi juga efeknya menenangkan otak dan bisa berkomunikasi normal soalnya biasanya obatnya buat ngebaikkin suasana hatinya juga,Depresi
"temen saya gangguan siklotimia  dok, apa karenan dy sudah ber berumur dan jomlo ya dok, sehingga bisa terkena siklotimia  tersebut dok?

saya sering anterin ke KLINIK setiap minggu check tapi kaga ada penyakitnya",Clean,"temen saya gangguan siklotimia  dok apa karenan dy sudah ber berumur dan jomlo ya dok sehingga bisa terkena siklotimia  tersebut dok

saya sering anterin ke klinik setiap minggu check tapi kaga ada penyakitnya",temen saya gangguan siklotimia dok apa karenan dy sudah ber berumur dan jomlo ya dok sehingga bisa terkena siklotimia tersebut dok saya sering anterin ke klinik setiap minggu check tapi kaga ada penyakitnya,Normal
"Wahh.. Bang.. 
Sukses selalu ya bang.. 
Gua pantengin terus ni,, 
Gua juga mantengin dr elvi udah lammmaaa... 
Huaaaa...",Clean,"wahh bang 
sukses selalu ya bang 
gua pantengin terus ni 
gua juga mantengin dr elvi udah lammmaaa 
huaaaa",wahh bang sukses selalu ya bang gua pantengin terus ni gua juga mantengin dr elvi udah lammmaaa huaaaa,Normal
"Dokter nyunda banget siiih, jadi seneng dengernya, lucu, dari Bandung kah??
Dok...sy dengerin loooh speechnya, bermanfaaaaat banget",Clean,"dokter nyunda banget siiih jadi seneng dengernya lucu dari bandung kah
doksy dengerin loooh speechnya bermanfaaaaat banget",dokter nyunda banget siiih jadi seneng dengernya lucu dari bandung kah doksy dengerin loooh speechnya bermanfaaaaat banget,Normal
"Mantab daging, insightful. Dan ya, Semangat semua jangan dibuat stress.☺",Clean,mantab daging insightful dan ya semangat semua jangan dibuat stress,mantab daging insightful dan ya semangat semua jangan dibuat stres,Stress
"Ketika bilang memang ada yg bisa lihat hal gaib, gw langsung. 🙃",Clean,ketika bilang memang ada yg bisa lihat hal gaib gw langsung,ketika bilang memang ada yg bisa lihat hal gaib saya langsung,Normal
"Dokter nya gaul bang, seruu 😅
Makasih banyak dokter 🙌🏻",Clean,"dokter nya gaul bang seruu 
makasih banyak dokter",dokter nya gaul bang seruu makasih banyak dokter,Normal
Orang NPD boleh diadu domba sama orang NPD juga ngga sih dok? Soalnya yg tokcer cuma itu doang obatnya,Clean,orang npd boleh diadu domba sama orang npd juga ngga sih dok soalnya yg tokcer cuma itu doang obatnya,orang npd boleh diadu domba sama orang npd juga tidak sih dok soalnya yg tokcer cuma itu doang obatnya,Normal
Aaaa seru bgt episode ini!! Hal2 yg aku temui sehari-hari di bbrp org yg aku kenal ternyata adalah mental disorder 🥲,Clean,aaaa seru bgt episode ini hal yg aku temui seharihari di bbrp org yg aku kenal ternyata adalah mental disorder,aaaa seru banget episode ini hal yg aku temui seharihari di bbrp org yg aku kenal ternyata adalah mental disorder,Normal
Dok saya punya kodam kalajengking putih  🦀,Clean,dok saya punya kodam kalajengking putih,dok saya punya kodam kalajengking putih,Normal
"Bentar, orang lain sukses ikut senang? Kok saya gak gitu, ya? Apa tergantung situasinya ya?",Clean,bentar orang lain sukses ikut senang kok saya gak gitu ya apa tergantung situasinya ya,bentar orang lain sukses ikut senang kok saya gak gitu ya apa tergantung situasinya ya,Normal
"Gw kira lg nntn ytb X2 speed nya, ternyata normal 😅",Clean,gw kira lg nntn ytb x speed nya ternyata normal,saya kira lg nntn ytb x speed nya ternyata normal,Normal
